# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValue.clear.count,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1757016496420000000,1757016556412000000,0
workspaceModel.check.recursive.update.ms,1757016496420000000,1757016556412000000,0
workspaceModel.to.snapshot.ms,1757016496420000000,1757016556412000000,0
workspaceModel.on.before.changed.ms,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.init.ms,1757016496420000000,1757016556412000000,0
workspaceModel.cachedValueWithParameters.clear.count,1757016496420000000,1757016556412000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1757016496420000000,1757016556412000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1757016496420000000,1757016556412000000,0
workspaceModel.init.bridges.ms,1757016496420000000,1757016556412000000,0
workspaceModel.initializing.ms,1757016496420000000,1757016556412000000,0
workspaceModel.cachedValue.calculated.count,1757016496420000000,1757016556412000000,0
workspaceModel.pre.handlers.ms,1757016496420000000,1757016556412000000,0
workspaceModel.updates.ms,1757016496420000000,1757016556412000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1757016496420000000,1757016556412000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1757016496420000000,1757016556412000000,0
Indexes.stubs.lookups,1757016496420000000,1757016556412000000,0
Indexes.stubs.lookupDurationMaxMs,1757016496420000000,1757016556412000000,0.0
Indexes.entries.lookupDurationMaxMs,1757016496420000000,1757016556412000000,0.0
Indexes.stubs.lookupDurationAvgMs,1757016496420000000,1757016556412000000,0.0
Indexes.entries.lookups,1757016496420000000,1757016556412000000,0
Indexes.allKeys.lookupDurationAvgMs,1757016496420000000,1757016556412000000,0.0
Indexing.cache.totalCacheMisses,1757016496420000000,1757016556412000000,0
Indexing.writesQueuedMax,1757016496420000000,1757016556412000000,0
Indexes.entries.lookupDuration90PMs,1757016496420000000,1757016556412000000,0.0
Indexing.writesQueuedMin,1757016496420000000,1757016556412000000,9223372036854775807
Indexing.writer_2.totalTimeSpentWritingMs,1757016496420000000,1757016556412000000,0
Indexes.entries.lookupDurationAvgMs,1757016496420000000,1757016556412000000,0.0
Indexing.cache.totalCacheAccesses,1757016496420000000,1757016556412000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1757016496420000000,1757016556412000000,0
Indexing.totalTimeIndexersSleptMs,1757016496420000000,1757016556412000000,0
Indexes.allKeys.lookupDurationMaxMs,1757016496420000000,1757016556412000000,0.0
Indexes.stubs.lookupDuration90PMs,1757016496420000000,1757016556412000000,0.0
Indexes.allKeys.lookupDuration90PMs,1757016496420000000,1757016556412000000,0.0
Indexes.allKeys.lookups,1757016496420000000,1757016556412000000,0
Indexing.cache.totalCacheEvicted,1757016496420000000,1757016556412000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1757016496420000000,1757016556412000000,0
NonBlockingReadAction.failedExecutionsCount,1757016496420000000,1757016556412000000,0
AWTEventQueue.dispatchTimeTotalNS,1757016496420000000,1757016556412000000,237223833
FlushQueue.waitingTimeMaxNs,1757016496420000000,1757016556412000000,0
AWTEventQueue.dispatchTime90PNs,1757016496420000000,1757016556412000000,0
FlushQueue.queueSizeMax,1757016496420000000,1757016556412000000,0
WriteAction.executionsCount,1757016496420000000,1757016556412000000,0
NonBlockingReadAction.failedExecutionTimeUs,1757016496420000000,1757016556412000000,0
FlushQueue.queueSize90P,1757016496420000000,1757016556412000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1757016496420000000,1757016556412000000,0
NonBlockingReadAction.finalizedExecutionsCount,1757016496420000000,1757016556412000000,0
FlushQueue.queueSizeAvg,1757016496420000000,1757016556412000000,0.0
AWTEventQueue.eventsDispatched,1757016496420000000,1757016556412000000,0
FlushQueue.executionTime90PNs,1757016496420000000,1757016556412000000,0
FlushQueue.waitingTime90PNs,1757016496420000000,1757016556412000000,0
AWTEventQueue.dispatchTimeAvgNs,1757016496420000000,1757016556412000000,0.0
FlushQueue.executionTimeMaxNs,1757016496420000000,1757016556412000000,0
FlushQueue.executionTimeAvgNs,1757016496420000000,1757016556412000000,0.0
FlushQueue.waitingTimeAvgNs,1757016496420000000,1757016556412000000,0.0
FlushQueue.tasksExecuted,1757016496420000000,1757016556412000000,0
AWTEventQueue.dispatchTimeMaxNs,1757016496420000000,1757016556412000000,0
ReadAction.executionsCount,1757016496420000000,1757016556412000000,0
FilePageCache.pageFastCacheHits,1757016496420000000,1757016556412000000,0
StreamlinedBlobStorage.recordsRelocated,1757016496420000000,1757016556412000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1757016496420000000,1757016556412000000,0
StreamlinedBlobStorage.recordsDeleted,1757016496420000000,1757016556412000000,0
MappedFileStorage.storages,1757016496420000000,1757016556412000000,12
MappedFileStorage.totalPagesMapped,1757016496420000000,1757016556412000000,12
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1757016496420000000,1757016556412000000,179306496
FileChannelInterruptsRetryer.totalRetriedAttempts,1757016496420000000,1757016556412000000,0
StreamlinedBlobStorage.recordsAllocated,1757016496420000000,1757016556412000000,0
FilePageCache.uncachedFileAccess,1757016496420000000,1757016556412000000,0
FilePageCache.maxCacheSizeInBytes,1757016496420000000,1757016556412000000,179306496
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1757016496420000000,1757016556412000000,0
FilePageCache.maxRegisteredFiles,1757016496420000000,1757016556412000000,465
FilePageCache.totalPageDisposalsUs,1757016496420000000,1757016556412000000,0
MappedFileStorage.totalBytesMapped,1757016496420000000,1757016556412000000,185860096
DirectByteBufferAllocator.hits,1757016496420000000,1757016556412000000,0
DirectByteBufferAllocator.reclaimed,1757016496420000000,1757016556412000000,0
DirectByteBufferAllocator.misses,1757016496420000000,1757016556412000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1757016496420000000,1757016556412000000,0
StorageLockContext.competingThreads.90P,1757016496420000000,1757016556412000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1757016496420000000,1757016556412000000,10714661
FilePageCache.capacityInBytes,1757016496420000000,1757016556412000000,629145600
StorageLockContext.competingThreads.max,1757016496420000000,1757016556412000000,0
FilePageCache.pageLoads,1757016496420000000,1757016556412000000,0
FilePageCache.disposedBuffers,1757016496420000000,1757016556412000000,0
StorageLockContext.competingThreads.avg,1757016496420000000,1757016556412000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1757016496420000000,1757016556412000000,9437184
DirectByteBufferAllocator.disposed,1757016496420000000,1757016556412000000,0
FilePageCache.pageHits,1757016496420000000,1757016556412000000,0
FilePageCache.totalPageLoadsUs,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsReadSize,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsUncompressedSize,1757016496420000000,1757016556412000000,0
VFS.folderCaseSensitivityReads,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsRead,1757016496420000000,1757016556412000000,0
FileNameCache.totalMisses,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsStoredCompressed,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsDeduplicated,1757016496420000000,1757016556412000000,0
VFS.fileByIdCache.misses,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsStored,1757016496420000000,1757016556412000000,0
FileNameCache.queries,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsReadDecompressed,1757016496420000000,1757016556412000000,0
VFS.fileChildByName,1757016496420000000,1757016556412000000,0
VFS.contentStorage.recordsStoredSize,1757016496420000000,1757016556412000000,0
VFS.fileByIdCache.hits,1757016496420000000,1757016556412000000,0
VFS.invertedFileNameIndex.requests,1757016496420000000,1757016556412000000,0
JVM.maxThreadCount,1757016496420000000,1757016556412000000,133
JVM.totalTimeAtSafepointsMs,1757016496420000000,1757016556412000000,0
JVM.totalBytesAllocated,1757016496420000000,1757016556412000000,11110464
JVM.usedHeapBytes,1757016496420000000,1757016556412000000,842052600
JVM.totalDirectByteBuffersBytes,1757016496420000000,1757016556412000000,180081712
JVM.GC.collections,1757016496420000000,1757016556412000000,0
JVM.threadCount,1757016496420000000,1757016556412000000,52
MEM.ramMinusFileMappingsBytes,1757016496420000000,1757016556412000000,1588047872
JVM.totalCpuTimeMs,1757016496420000000,1757016556412000000,2450
JVM.totalSafepointCount,1757016496420000000,1757016556412000000,1
JVM.committedHeapBytes,1757016496420000000,1757016556412000000,2004877312
JVM.newThreadsCount,1757016496420000000,1757016556412000000,0
JVM.maxHeapBytes,1757016496420000000,1757016556412000000,2877292544
MEM.ramBytes,1757016496420000000,1757016556412000000,1734512640
MEM.fileMappingsRamBytes,1757016496420000000,1757016556412000000,146464768
JVM.GC.collectionTimesMs,1757016496420000000,1757016556412000000,0
JVM.totalTimeToSafepointsMs,1757016496420000000,1757016556412000000,1
MEM.ramPlusSwapMinusFileMappingsBytes,1757016496420000000,1757016556412000000,1814380544
OS.loadAverage,1757016496420000000,1757016556412000000,3.0947265625
JVM.usedNativeBytes,1757016496420000000,1757016556412000000,373043792
workspaceModel.moduleManagerBridge.build.module.graph.ms,1757016496420000000,1757016556412000000,0
jps.save.global.entities.ms,1757016496420000000,1757016556412000000,0
jps.save.changed.project.entities.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1757016496420000000,1757016556412000000,0
workspaceModel.orphan.listener.update.ms,1757016496420000000,1757016556412000000,0
jps.global.get.library.by.name.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1757016496420000000,1757016556412000000,0
workspaceModel.global.updates.count,1757016496420000000,1757016556412000000,0
jps.project.serializers.save.ms,1757016496420000000,1757016556412000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1757016496420000000,1757016556412000000,0
jps.facet.change.listener.process.change.events.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1757016496420000000,1757016556412000000,0
jps.load.project.to.empty.storage.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1757016496420000000,1757016556412000000,0
jps.artifact.entities.serializer.save.entities.ms,1757016496420000000,1757016556412000000,0
jps.facet.change.listener.init.bridge.ms,1757016496420000000,1757016556412000000,0
jps.storage.jps.conf.reader.load.component.ms,1757016496420000000,1757016556412000000,0
jps.global.initialize.library.bridges.after.loading.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleBridge.before.changed.ms,1757016496420000000,1757016556412000000,0
jps.modifiable.module.model.bridge.renaming.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1757016496420000000,1757016556412000000,0
jps.global.initialize.library.bridges.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1757016496420000000,1757016556412000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1757016496420000000,1757016556412000000,0
jps.apply.loaded.storage.ms,1757016496420000000,1757016556412000000,0
jps.global.handle.before.change.events.ms,1757016496420000000,1757016556412000000,0
jps.facet.change.listener.before.change.events.ms,1757016496420000000,1757016556412000000,0
workspaceModel.global.updates.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleBridge.update.option.ms,1757016496420000000,1757016556412000000,0
jps.global.get.library.ms,1757016496420000000,1757016556412000000,0
workspaceModel.load.cache.from.file.ms,1757016496420000000,1757016556412000000,0
jps.load.initial.state.ms,1757016496420000000,1757016556412000000,0
workspaceModel.do.save.caches.ms,1757016496420000000,1757016556412000000,0
jps.library.entities.serializer.save.entities.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1757016496420000000,1757016556412000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1757016496420000000,1757016556412000000,0
workspaceModel.load.cache.metadata.from.file.ms,1757016496420000000,1757016556412000000,0
jps.global.get.libraries.ms,1757016496420000000,1757016556412000000,0
workspaceModel.global.apply.state.to.project.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1757016496420000000,1757016556412000000,0
jps.library.entities.serializer.load.entities.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.entities.ms,1757016496420000000,1757016556412000000,0
jps.global.handle.changed.events.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1757016496420000000,1757016556412000000,0
workspaceModel.sync.entities.ms,1757016496420000000,1757016556412000000,0
jps.reload.project.entities.ms,1757016496420000000,1757016556412000000,0
jps.app.storage.content.reader.load.component.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1757016496420000000,1757016556412000000,0
workspaceModel.mutableEntityStorage.instances.count,1757016496420000000,1757016556412000000,0
jps.artifact.entities.serializer.load.entities.ms,1757016496420000000,1757016556412000000,0
